attribute_id,attribute_code,store_code,value,label,oclio_fr,oclio_it,oclio_es,oclio_en
265,ocp_cup,admin,63,A,A,A,A,A
265,ocp_cup,admin,64,B,B,B,B,B
265,ocp_cup,admin,65,C,C,C,C,C
265,ocp_cup,admin,66,D,D,D,D,D
265,ocp_cup,admin,62,E,E,E,E,E
265,ocp_cup,admin,61,F,F,F,F,F
265,ocp_cup,admin,,G,G,G,G,G
