attribute_id,attribute_code,store_code,value,label,oclio_fr,oclio_it,oclio_es,oclio_en
,ocp_collection,admin,,Spring,Printemps,Primavera,Primavera,Spring
,,,,Summer,Eté,Estate,Verano,Summer
,,,,autumn,Automne,Autunno,Otoño,Autumn
,,,,Winter,Hiver,Inverno,Invierno,Winter
