attribute_id,attribute_code,store_code,value,label,oclio_fr,oclio_it,oclio_es,oclio_en
,ocp_detection,admin,,Girl,Fille,Bambina,Niña,Girl
,,,,Boy,Garçon,Bambino,Niño,Boy
,,,,Woman,Femme,Donna,Mujer,Woman
,,,,Man,Homme,Uomo,Hombre,Man
,,,,Mixte,Mixte,Unisex,Unisex,Mixte
