attribute_id,attribute_code,store_code,value,label,oclio_fr,oclio_it,oclio_es,oclio_en
,ocp_detection,admin,,Short sleeve,Manche courte,Maniche corte,Manga corta,Short sleeve
,,,,Long sleeve,Manche longue,Maniche lunghe,Manga larga,Long sleeve
,,,,Sleeveless,Sans manche,Smanicato,Sin mangas,Sleeveless
