attribute_id,attribute_code,store_code,value,label,oclio_fr,oclio_it,oclio_es,oclio_en
,ocp_collection,admin,,Bio,Bio,Bio,Bio,Bio
,,,,Parents,Parents,Genitori,Padres,Parents
,,,,Sustainable development,Developpement Durable,Sviluppo sostenibile,Desarrollo sostenible,Sustainable development
,,,,Demeter,Demeter,Agricoltura biodinamica,Agricultura biodinámica,Demeter
